,having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,Domain_registeration_length,Favicon,port,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,popUpWidnow,Iframe,age_of_domain,DNSRecord,web_traffic,Page_Rank,Google_Index,Links_pointing_to_page,Statistical_report,Result
6365,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6366,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,phishing
6367,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6368,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6369,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
6370,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6371,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,phishing
6372,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,phishing
6373,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate
6374,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,phishing,phishing
6375,phishing,legitimate,phishing,legitimate,phishing,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,suspicious,legitimate,legitimate
6376,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
6377,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6378,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
6379,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
6380,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
6381,phishing,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,phishing
6382,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,phishing
6383,phishing,legitimate,legitimate,phishing,legitimate,phishing,suspicious,suspicious,legitimate,phishing,phishing,legitimate,phishing,suspicious,suspicious,suspicious,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6384,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
6385,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
6386,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6387,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6388,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6389,legitimate,legitimate,legitimate,phishing,legitimate,phishing,suspicious,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,suspicious,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
6390,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6391,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,suspicious,legitimate,legitimate
6392,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6393,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,phishing,phishing,suspicious,legitimate,phishing
6394,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate
6395,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
6396,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6397,phishing,legitimate,legitimate,phishing,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6398,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
6399,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
6400,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6401,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate
6402,legitimate,suspicious,legitimate,phishing,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,suspicious,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate
6403,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,suspicious,legitimate,phishing
6404,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6405,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
6406,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
6407,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,suspicious,legitimate,legitimate
6408,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate
6409,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate
6410,phishing,phishing,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,phishing
6411,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,phishing
6412,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6413,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
6414,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6415,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6416,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6417,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate
6418,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6419,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,suspicious,phishing,phishing,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,phishing,legitimate,phishing,suspicious,legitimate,phishing
6420,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6421,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,suspicious,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
6422,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate
6423,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
6424,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing,legitimate,phishing
6425,phishing,suspicious,legitimate,phishing,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6426,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6427,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate
6428,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,suspicious,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,suspicious,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
6429,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6430,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate
6431,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6432,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate
6433,phishing,legitimate,phishing,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,legitimate,phishing,phishing,phishing,suspicious,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,phishing,suspicious,legitimate,legitimate
6434,phishing,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,suspicious,phishing,phishing,legitimate,phishing,legitimate,legitimate,phishing,phishing,legitimate,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6435,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6436,legitimate,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,phishing,legitimate,phishing,phishing,legitimate
6437,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,suspicious,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6438,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,suspicious,legitimate,phishing
6439,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6440,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,suspicious,legitimate,phishing
6441,legitimate,suspicious,legitimate,phishing,legitimate,phishing,suspicious,suspicious,phishing,phishing,phishing,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,phishing,phishing,phishing,phishing,phishing,legitimate,legitimate,phishing,legitimate,legitimate,suspicious,legitimate,legitimate
6442,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,phishing,legitimate,phishing,legitimate,phishing
6443,phishing,legitimate,phishing,legitimate,phishing,phishing,suspicious,suspicious,phishing,legitimate,legitimate,phishing,legitimate,suspicious,suspicious,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,phishing,suspicious,legitimate,legitimate
6444,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,phishing
6445,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6446,phishing,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,legitimate,phishing,legitimate,legitimate,phishing,phishing,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6447,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate
6448,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing,legitimate,phishing
6449,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6450,phishing,suspicious,legitimate,legitimate,legitimate,phishing,suspicious,phishing,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,phishing
6451,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,suspicious,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing
6452,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,suspicious,legitimate,legitimate
6453,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,suspicious,suspicious,phishing,legitimate,legitimate,legitimate,phishing,phishing,legitimate,suspicious,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,suspicious,phishing,legitimate,phishing,legitimate,legitimate
6454,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,suspicious,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
6455,phishing,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,phishing,legitimate,phishing
6456,legitimate,legitimate,legitimate,legitimate,legitimate,phishing,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,phishing,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,legitimate,legitimate,legitimate,phishing,legitimate,phishing
