,classif,odor,habitat,cap_colour
4293,Poisonous,Foul,Paths,Yellow
4294,Poisonous,Foul,Paths,Gray
4295,Poisonous,Foul,Grasses,Gray
4296,Poisonous,Foul,Paths,Yellow
4297,Poisonous,Foul,Paths,Gray
4298,Poisonous,Foul,Grasses,Gray
4303,Poisonous,Foul,Woods,Gray
4305,Etable,None,Woods,Gray
4306,Poisonous,Foul,Woods,Gray
4308,Poisonous,Foul,Grasses,Gray
4309,Poisonous,Foul,Grasses,Yellow
4310,Poisonous,Foul,Grasses,Gray
4312,Poisonous,Foul,Woods,Yellow
4314,Poisonous,Foul,Paths,Yellow
4315,Poisonous,Foul,Grasses,Gray
4316,Poisonous,Foul,Woods,Yellow
4317,Poisonous,Foul,Grasses,Gray
4318,Poisonous,Foul,Woods,Gray
4320,Poisonous,Foul,Grasses,Yellow
4321,Poisonous,Foul,Grasses,Gray
4324,Poisonous,Foul,Grasses,Gray
4325,Poisonous,Foul,Paths,Gray
4326,Etable,None,Woods,Green
4327,Poisonous,Foul,Grasses,Yellow
4328,Poisonous,Foul,Woods,Yellow
4329,Poisonous,Spicy,Paths,Brown
4330,Poisonous,Foul,Woods,Yellow
4332,Poisonous,Foul,Woods,Yellow
4333,Poisonous,Foul,Woods,Gray
4334,Poisonous,Foul,Grasses,Gray
4335,Poisonous,Foul,Grasses,Gray
4336,Poisonous,Foul,Woods,Yellow
4337,Poisonous,Foul,Woods,Gray
4338,Poisonous,Foul,Woods,Gray
4342,Poisonous,Foul,Paths,Yellow
4343,Poisonous,Foul,Grasses,Yellow
4344,Poisonous,Foul,Grasses,Yellow
4345,Poisonous,Foul,Paths,Yellow
4346,Poisonous,Foul,Grasses,Gray
4347,Poisonous,Foul,Grasses,Gray
4348,Poisonous,Foul,Grasses,Yellow
4349,Poisonous,Foul,Urban,Buff
4350,Poisonous,Foul,Grasses,Gray
4351,Poisonous,Foul,Paths,Yellow
4352,Poisonous,Foul,Paths,Gray
4353,Poisonous,Foul,Woods,Gray
4354,Poisonous,Foul,Woods,Yellow
4355,Poisonous,Foul,Grasses,Gray
4356,Poisonous,Foul,Grasses,Gray
4358,Poisonous,Foul,Woods,Gray
4360,Poisonous,Foul,Woods,Gray
4361,Poisonous,Foul,Paths,Yellow
4362,Poisonous,Foul,Woods,Gray
4364,Poisonous,None,Leaves,White
4365,Poisonous,Foul,Urban,Buff
4367,Poisonous,Foul,Woods,Gray
4368,Poisonous,Foul,Paths,Gray
4369,Poisonous,Foul,Paths,Yellow
4370,Poisonous,Foul,Woods,Gray
4371,Poisonous,Foul,Woods,Yellow
4372,Poisonous,Foul,Grasses,Yellow
4373,Poisonous,Foul,Grasses,Gray
4374,Poisonous,Foul,Urban,White
4375,Etable,None,Woods,Gray
4376,Poisonous,Fishy,Woods,Brown
4378,Poisonous,Foul,Grasses,Gray
4379,Etable,None,Woods,Red
4380,Etable,None,Waste,Buff
4381,Poisonous,Foul,Grasses,Yellow
4382,Poisonous,Foul,Woods,Yellow
4384,Poisonous,Foul,Grasses,Yellow
4385,Poisonous,Foul,Grasses,Yellow
4386,Poisonous,Foul,Grasses,Gray
4388,Poisonous,Foul,Grasses,Yellow
4392,Poisonous,Foul,Grasses,Yellow
4393,Poisonous,Foul,Woods,Gray
4395,Poisonous,Foul,Paths,Gray
4396,Etable,None,Woods,Purple
4398,Poisonous,Foul,Grasses,Yellow
4400,Poisonous,Foul,Grasses,Yellow
4401,Poisonous,Foul,Grasses,Yellow
4402,Poisonous,Foul,Grasses,Gray
4403,Poisonous,Foul,Woods,Gray
4404,Poisonous,Foul,Grasses,Gray
4405,Poisonous,Foul,Woods,Yellow
4406,Poisonous,Foul,Paths,Yellow
4407,Poisonous,Foul,Paths,Gray
4408,Poisonous,Foul,Grasses,Gray
4409,Poisonous,Foul,Woods,Yellow
4410,Etable,None,Woods,Red
4411,Poisonous,Foul,Urban,Buff
4412,Poisonous,Foul,Woods,Gray
4413,Poisonous,Foul,Paths,Gray
4417,Etable,None,Woods,Brown
4418,Poisonous,Foul,Grasses,Yellow
4419,Etable,None,Waste,Buff
4420,Poisonous,Foul,Grasses,Yellow
4421,Poisonous,Foul,Woods,Yellow
4422,Poisonous,Foul,Grasses,Yellow
4425,Poisonous,Foul,Woods,Yellow
4426,Poisonous,Foul,Grasses,Yellow
4427,Poisonous,Foul,Woods,Yellow
4428,Poisonous,Foul,Grasses,Yellow
4429,Poisonous,Fishy,Woods,Brown
4430,Poisonous,Foul,Paths,Yellow
4431,Poisonous,Foul,Grasses,Yellow
4432,Poisonous,Foul,Paths,Yellow
4433,Poisonous,Foul,Woods,Yellow
4434,Poisonous,Foul,Paths,Gray
4435,Poisonous,Foul,Grasses,Gray
4437,Poisonous,Foul,Grasses,Gray
4438,Poisonous,Creosote,Woods,Gray
4439,Poisonous,Foul,Grasses,Yellow
4442,Poisonous,Foul,Paths,Yellow
4443,Poisonous,Foul,Woods,Yellow
4444,Etable,None,Woods,Gray
4445,Poisonous,Foul,Woods,Gray
4446,Poisonous,Foul,Grasses,Yellow
4447,Poisonous,Foul,Paths,Gray
4449,Poisonous,Foul,Woods,Gray
4451,Etable,None,Woods,Brown
4452,Poisonous,Foul,Grasses,Gray
4453,Poisonous,Foul,Grasses,Yellow
4454,Poisonous,Foul,Paths,Gray
4455,Poisonous,Foul,Grasses,Yellow
4457,Poisonous,Foul,Grasses,Gray
4459,Etable,None,Waste,Buff
4460,Poisonous,Foul,Paths,Yellow
4462,Poisonous,Foul,Paths,Gray
4463,Poisonous,Foul,Paths,Gray
4464,Poisonous,Foul,Grasses,Yellow
4465,Poisonous,Foul,Woods,Gray
4467,Poisonous,Foul,Grasses,Yellow
4469,Poisonous,Foul,Urban,White
4470,Poisonous,Foul,Grasses,Yellow
4471,Poisonous,Foul,Paths,Yellow
4472,Poisonous,Foul,Grasses,Yellow
4473,Poisonous,Foul,Paths,Yellow
4474,Poisonous,Foul,Grasses,Yellow
4475,Poisonous,Foul,Grasses,Yellow
4476,Poisonous,Foul,Paths,Yellow
4477,Poisonous,Foul,Paths,Gray
4478,Poisonous,Foul,Paths,Yellow
4479,Poisonous,Foul,Paths,Gray
4480,Etable,None,Woods,Brown
4481,Poisonous,Foul,Woods,Yellow
4482,Poisonous,Foul,Paths,Gray
4483,Poisonous,Foul,Grasses,Gray
4484,Poisonous,Foul,Grasses,Gray
4485,Poisonous,Foul,Woods,Yellow
4486,Poisonous,Foul,Paths,Gray
4487,Poisonous,Foul,Woods,Gray
4488,Poisonous,Foul,Woods,Yellow
4489,Poisonous,Foul,Woods,Yellow
4490,Poisonous,Foul,Woods,Yellow
4491,Etable,None,Leaves,Cinnamon
4492,Poisonous,Foul,Grasses,Gray
4493,Poisonous,Foul,Paths,Gray
4494,Poisonous,None,Woods,Yellow
4496,Poisonous,Foul,Grasses,Gray
4497,Etable,None,Waste,Brown
4498,Poisonous,Fishy,Paths,Brown
4499,Poisonous,Creosote,Woods,Gray
4501,Poisonous,Foul,Grasses,Gray
4502,Poisonous,Foul,Woods,Gray
4503,Poisonous,Foul,Grasses,Yellow
4505,Poisonous,Foul,Woods,Gray
4506,Poisonous,Foul,Woods,Gray
4507,Poisonous,Foul,Grasses,Gray
4508,Poisonous,Foul,Grasses,Yellow
4509,Poisonous,Foul,Woods,Yellow
4510,Poisonous,Foul,Paths,Yellow
4511,Poisonous,Foul,Paths,Gray
4512,Poisonous,Foul,Paths,Yellow
4513,Poisonous,Foul,Woods,Yellow
4514,Poisonous,Foul,Paths,Yellow
4515,Poisonous,Foul,Woods,Yellow
4516,Poisonous,Foul,Grasses,Gray
4518,Poisonous,Foul,Woods,Gray
4519,Etable,None,Waste,Buff
4520,Poisonous,Foul,Woods,Gray
4522,Poisonous,Spicy,Leaves,Brown
4523,Poisonous,Foul,Woods,Gray
4524,Poisonous,Foul,Paths,Gray
4525,Poisonous,Foul,Woods,Gray
4526,Poisonous,Foul,Grasses,Yellow
4527,Poisonous,Foul,Woods,Yellow
4528,Poisonous,Foul,Grasses,Yellow
4529,Poisonous,Foul,Paths,Gray
4530,Poisonous,Foul,Paths,Gray
4531,Poisonous,Foul,Grasses,Yellow
4532,Poisonous,Foul,Grasses,Yellow
4533,Etable,None,Woods,Purple
4534,Etable,None,Waste,Buff
4535,Poisonous,Foul,Woods,Yellow
4536,Poisonous,Foul,Paths,Yellow
4538,Poisonous,Foul,Woods,Gray
4539,Poisonous,Foul,Grasses,Gray
4540,Poisonous,Foul,Grasses,Gray
4541,Poisonous,Foul,Grasses,Gray
4542,Poisonous,Foul,Grasses,Yellow
4544,Poisonous,Foul,Woods,Gray
4545,Poisonous,Foul,Grasses,Yellow
4546,Poisonous,Foul,Grasses,Yellow
4547,Poisonous,Foul,Grasses,Gray
4548,Poisonous,Foul,Grasses,Buff
4549,Poisonous,None,Meadows,White
4550,Poisonous,Foul,Paths,Yellow
4551,Poisonous,Foul,Paths,Yellow
4554,Poisonous,Foul,Paths,Yellow
4555,Poisonous,Foul,Woods,Yellow
4556,Etable,None,Woods,Gray
4557,Etable,None,Woods,Purple
4558,Poisonous,Foul,Woods,Gray
4559,Poisonous,Foul,Grasses,Yellow
4560,Poisonous,Foul,Woods,Yellow
4561,Poisonous,Foul,Woods,Gray
4562,Poisonous,Foul,Paths,Yellow
4563,Poisonous,Foul,Woods,Yellow
4564,Poisonous,Foul,Paths,Yellow
4565,Poisonous,Foul,Grasses,Yellow
4566,Poisonous,Foul,Paths,Gray
4568,Poisonous,Foul,Paths,Gray
4569,Poisonous,Foul,Paths,Yellow
4570,Etable,None,Woods,Red
4571,Poisonous,Foul,Woods,Yellow
4572,Poisonous,Foul,Woods,Gray
4573,Poisonous,Foul,Paths,Gray
4575,Poisonous,Foul,Paths,Gray
4576,Poisonous,Foul,Woods,Gray
4577,Poisonous,Foul,Grasses,Gray
4578,Poisonous,Foul,Woods,Gray
4579,Poisonous,Foul,Woods,Yellow
4581,Poisonous,Foul,Paths,Gray
4582,Poisonous,Foul,Paths,Gray
4583,Poisonous,Creosote,Woods,White
4584,Poisonous,Foul,Woods,Gray
4585,Poisonous,Foul,Paths,Yellow
4587,Poisonous,Foul,Grasses,Yellow
4588,Poisonous,Foul,Woods,Gray
4589,Poisonous,Foul,Woods,Gray
4590,Poisonous,Foul,Paths,Yellow
4592,Poisonous,Foul,Grasses,Yellow
4593,Poisonous,Foul,Paths,Yellow
4594,Poisonous,Foul,Woods,Yellow
4595,Poisonous,Foul,Grasses,Yellow
4596,Poisonous,Foul,Paths,Yellow
4597,Poisonous,Foul,Woods,Yellow
4598,Poisonous,Foul,Grasses,Yellow
4599,Poisonous,Foul,Woods,Gray
4600,Poisonous,Foul,Woods,Gray
4602,Poisonous,Foul,Woods,Gray
4603,Poisonous,Foul,Grasses,Gray
4605,Poisonous,Foul,Woods,Yellow
4606,Poisonous,Foul,Woods,Yellow
4607,Poisonous,Foul,Woods,Yellow
4608,Poisonous,Foul,Woods,Yellow
4609,Poisonous,Foul,Grasses,Yellow
4610,Poisonous,Fishy,Woods,Brown
4611,Etable,None,Waste,Buff
4612,Poisonous,Foul,Grasses,Yellow
4613,Poisonous,Foul,Woods,Yellow
4616,Poisonous,Foul,Paths,Gray
4617,Poisonous,Foul,Woods,Gray
4619,Poisonous,Foul,Paths,Yellow
4621,Poisonous,Foul,Woods,Yellow
4623,Poisonous,Foul,Grasses,Gray
4624,Poisonous,Foul,Grasses,Gray
4625,Poisonous,Foul,Woods,Gray
4626,Poisonous,Foul,Woods,Gray
4627,Poisonous,Foul,Paths,Gray
4628,Poisonous,Creosote,Woods,Gray
4629,Poisonous,Foul,Grasses,Buff
4631,Poisonous,Foul,Paths,Yellow
4632,Poisonous,Foul,Woods,Gray
4633,Poisonous,Foul,Grasses,Gray
4634,Etable,None,Woods,Gray
4636,Poisonous,Foul,Paths,Yellow
4637,Poisonous,Foul,Paths,Yellow
4638,Poisonous,Foul,Paths,Yellow
4639,Poisonous,Foul,Woods,Yellow
4640,Poisonous,Foul,Grasses,Gray
4641,Poisonous,Foul,Urban,White
4642,Poisonous,Foul,Woods,Gray
4643,Poisonous,Foul,Grasses,Yellow
4646,Poisonous,Foul,Woods,Yellow
4647,Etable,None,Woods,Purple
4648,Poisonous,Foul,Woods,Yellow
4649,Poisonous,Foul,Grasses,Gray
4650,Poisonous,Foul,Grasses,Yellow
4651,Poisonous,Foul,Grasses,Gray
4652,Etable,None,Woods,Brown
4655,Poisonous,Foul,Paths,Gray
4656,Poisonous,Foul,Grasses,Yellow
4657,Poisonous,Foul,Woods,Yellow
4658,Poisonous,Foul,Paths,Yellow
4659,Poisonous,Foul,Paths,Yellow
4660,Poisonous,Foul,Grasses,Gray
4661,Poisonous,Foul,Urban,White
4662,Etable,None,Waste,Red
4663,Etable,None,Woods,Purple
4664,Poisonous,Foul,Grasses,Yellow
4665,Poisonous,Foul,Woods,Gray
4666,Poisonous,Foul,Paths,Yellow
4667,Poisonous,Foul,Woods,Gray
4668,Poisonous,Foul,Paths,Gray
4670,Poisonous,Foul,Grasses,Yellow
4671,Poisonous,Foul,Paths,Gray
4672,Poisonous,Foul,Paths,Gray
4673,Etable,None,Waste,Pink
4674,Poisonous,Foul,Paths,Gray
4675,Poisonous,Foul,Paths,Yellow
4678,Poisonous,Foul,Woods,Yellow
4679,Poisonous,Foul,Woods,Gray
4681,Poisonous,Foul,Grasses,Gray
4682,Poisonous,Foul,Woods,Gray
4683,Poisonous,Foul,Paths,Yellow
4684,Poisonous,Foul,Woods,Gray
4685,Poisonous,Foul,Paths,Gray
4687,Poisonous,Foul,Woods,Gray
4688,Poisonous,Foul,Grasses,Gray
4689,Poisonous,Foul,Woods,Gray
4690,Poisonous,Foul,Grasses,Gray
4691,Poisonous,Foul,Woods,Gray
4692,Poisonous,Foul,Paths,Yellow
4693,Poisonous,Foul,Grasses,Yellow
4694,Poisonous,Foul,Paths,Gray
4695,Poisonous,Foul,Paths,Yellow
4696,Etable,None,Woods,Brown
4697,Poisonous,Foul,Woods,Gray
4698,Poisonous,Foul,Paths,Yellow
4699,Poisonous,Foul,Grasses,Gray
4700,Poisonous,Foul,Paths,Yellow
4701,Poisonous,Foul,Paths,Yellow
4702,Poisonous,Creosote,Woods,White
4704,Poisonous,Foul,Urban,Buff
4705,Poisonous,Foul,Grasses,Yellow
4706,Poisonous,Foul,Woods,Gray
4707,Poisonous,Foul,Grasses,Yellow
4708,Poisonous,None,Grasses,Pink
4709,Poisonous,Foul,Urban,Buff
4710,Poisonous,Foul,Grasses,Gray
4711,Poisonous,Foul,Grasses,Gray
4712,Poisonous,Foul,Grasses,Gray
4714,Poisonous,Foul,Paths,Gray
4717,Etable,None,Woods,Purple
4718,Poisonous,Foul,Grasses,Yellow
4719,Etable,None,Woods,Red
4720,Poisonous,Foul,Grasses,Yellow
4721,Poisonous,Foul,Grasses,Yellow
4722,Poisonous,Foul,Leaves,Brown
4724,Poisonous,Foul,Woods,Yellow
4725,Poisonous,Foul,Grasses,Gray
4726,Poisonous,Foul,Paths,Gray
4728,Poisonous,Foul,Woods,Yellow
4729,Poisonous,Foul,Grasses,Yellow
4730,Poisonous,Foul,Paths,Gray
4731,Poisonous,Foul,Grasses,Gray
4732,Etable,None,Woods,Brown
4733,Poisonous,Foul,Grasses,Yellow
4735,Poisonous,Foul,Woods,Yellow
4736,Poisonous,Foul,Paths,Gray
4737,Poisonous,Foul,Paths,Gray
4739,Poisonous,Foul,Woods,Gray
4742,Poisonous,Foul,Grasses,Gray
4743,Poisonous,Foul,Woods,Yellow
4744,Poisonous,Foul,Paths,Yellow
4746,Poisonous,Foul,Woods,Gray
4747,Poisonous,Foul,Paths,Yellow
4748,Poisonous,Foul,Woods,Gray
4749,Poisonous,Creosote,Woods,Pink
4750,Poisonous,Foul,Woods,Yellow
4751,Poisonous,Foul,Woods,Gray
4752,Poisonous,Foul,Grasses,Yellow
4754,Poisonous,Foul,Paths,Yellow
4755,Poisonous,Foul,Paths,Gray
4756,Poisonous,Foul,Woods,Yellow
4757,Poisonous,Foul,Woods,Gray
4758,Poisonous,Foul,Grasses,Gray
4759,Poisonous,Foul,Woods,Yellow
4760,Poisonous,Foul,Woods,Yellow
4761,Poisonous,Foul,Woods,Gray
4762,Poisonous,Foul,Woods,Yellow
4763,Poisonous,Foul,Woods,Gray
4764,Poisonous,Foul,Grasses,Gray
4766,Poisonous,Foul,Woods,Gray
4767,Poisonous,Foul,Paths,Gray
4769,Poisonous,Foul,Paths,Gray
4770,Poisonous,Foul,Woods,Yellow
4771,Poisonous,Foul,Woods,Gray
4772,Poisonous,Foul,Paths,Gray
4774,Poisonous,Foul,Woods,Yellow
4775,Poisonous,Foul,Woods,Gray
4776,Poisonous,Foul,Paths,Gray
4777,Etable,None,Waste,Pink
4779,Poisonous,Creosote,Woods,Pink
4782,Poisonous,Foul,Grasses,Yellow
4783,Etable,None,Woods,Red
4784,Poisonous,Foul,Woods,Yellow
4785,Poisonous,Foul,Grasses,Yellow
4786,Poisonous,Foul,Grasses,Gray
4787,Poisonous,Foul,Grasses,Yellow
4788,Etable,None,Woods,Brown
4789,Poisonous,Foul,Paths,Yellow
4790,Poisonous,Foul,Paths,Gray
4791,Poisonous,Foul,Paths,Yellow
4792,Poisonous,Foul,Woods,Yellow
4793,Poisonous,Foul,Woods,Yellow
4794,Poisonous,Foul,Grasses,Gray
4795,Poisonous,Foul,Grasses,Gray
4796,Poisonous,Foul,Grasses,Yellow
4797,Poisonous,Foul,Paths,Gray
4798,Poisonous,Foul,Grasses,Yellow
4799,Etable,None,Woods,Gray
4800,Poisonous,Foul,Grasses,Gray
4801,Poisonous,Foul,Paths,Brown
4803,Poisonous,Foul,Grasses,Gray
4804,Poisonous,Foul,Grasses,Yellow
4806,Etable,None,Waste,Red
4807,Poisonous,Foul,Paths,Gray
4808,Poisonous,Foul,Grasses,Yellow
4809,Poisonous,Foul,Woods,Gray
4810,Poisonous,Foul,Woods,Yellow
4811,Poisonous,Foul,Grasses,Yellow
4812,Etable,None,Waste,Brown
4815,Poisonous,Foul,Woods,Gray
4816,Poisonous,Foul,Paths,Yellow
4817,Poisonous,Spicy,Paths,Brown
4818,Poisonous,Foul,Woods,Gray
4819,Poisonous,Foul,Paths,Gray
4820,Poisonous,Foul,Grasses,White
4821,Poisonous,Foul,Woods,Yellow
4823,Poisonous,Foul,Grasses,Yellow
4824,Etable,None,Waste,Red
4827,Poisonous,Foul,Woods,Yellow
4829,Poisonous,Foul,Woods,Yellow
4830,Poisonous,Foul,Grasses,Yellow
4831,Etable,None,Waste,Red
4832,Poisonous,Foul,Paths,Yellow
4833,Poisonous,Foul,Paths,Yellow
4834,Etable,None,Leaves,Brown
4836,Poisonous,Foul,Grasses,Yellow
4837,Poisonous,Foul,Paths,Yellow
4839,Poisonous,Foul,Paths,Yellow
4840,Poisonous,None,Grasses,Buff
4841,Poisonous,Foul,Grasses,White
4842,Etable,None,Woods,Red
4844,Etable,None,Waste,Pink
4846,Etable,None,Waste,Brown
4848,Poisonous,Foul,Urban,Buff
4849,Poisonous,Foul,Woods,Gray
4850,Poisonous,Foul,Woods,Yellow
4851,Poisonous,Foul,Woods,Gray
4852,Poisonous,Foul,Paths,Yellow
4853,Poisonous,Foul,Woods,Yellow
4854,Poisonous,Foul,Woods,Yellow
4855,Poisonous,Foul,Paths,Yellow
4856,Poisonous,Foul,Paths,Gray
4857,Poisonous,Foul,Paths,Gray
4858,Etable,None,Waste,Red
4859,Etable,None,Waste,Brown
4860,Etable,None,Waste,Buff
4861,Poisonous,Foul,Woods,Yellow
4862,Etable,None,Woods,Gray
4865,Poisonous,Foul,Grasses,Gray
4866,Poisonous,Foul,Paths,Gray
4867,Poisonous,Foul,Woods,Yellow
4868,Poisonous,Foul,Grasses,Yellow
4869,Poisonous,Foul,Leaves,Brown
4870,Poisonous,Foul,Paths,Gray
4871,Etable,None,Waste,Brown
4872,Etable,None,Woods,Red
4873,Poisonous,Foul,Grasses,Gray
4875,Poisonous,Foul,Woods,Gray
4876,Etable,None,Woods,Red
4877,Poisonous,Foul,Paths,Yellow
4878,Poisonous,Foul,Paths,Yellow
4879,Poisonous,Foul,Paths,Gray
4880,Poisonous,Foul,Woods,Yellow
4882,Poisonous,None,Meadows,White
4885,Poisonous,Foul,Grasses,Gray
4886,Poisonous,Foul,Grasses,Yellow
4887,Poisonous,Foul,Paths,Yellow
4888,Etable,None,Waste,Pink
4889,Poisonous,Foul,Grasses,White
4890,Poisonous,Foul,Grasses,Gray
4892,Poisonous,Foul,Grasses,Yellow
4893,Poisonous,Foul,Urban,Buff
4894,Poisonous,Creosote,Woods,Gray
4897,Poisonous,Foul,Paths,Yellow
4898,Etable,None,Woods,Green
4899,Etable,None,Woods,White
4900,Poisonous,Foul,Woods,Yellow
4901,Poisonous,Foul,Paths,Yellow
4902,Poisonous,Foul,Grasses,Yellow
4903,Poisonous,Fishy,Paths,Red
4904,Poisonous,Fishy,Leaves,Red
4905,Poisonous,Foul,Woods,Gray
4906,Poisonous,Foul,Grasses,Yellow
4908,Poisonous,Foul,Grasses,Gray
4909,Poisonous,Foul,Woods,Yellow
4910,Poisonous,Foul,Paths,Yellow
4912,Poisonous,Foul,Paths,Yellow
4913,Poisonous,Foul,Paths,Yellow
4914,Poisonous,Foul,Grasses,Gray
4915,Poisonous,Foul,Grasses,Yellow
4916,Poisonous,Foul,Woods,Yellow
4917,Poisonous,Foul,Paths,Yellow
4918,Poisonous,Foul,Urban,Gray
4919,Poisonous,Foul,Grasses,Gray
4920,Poisonous,Foul,Grasses,Gray
4921,Poisonous,Creosote,Woods,White
4922,Poisonous,Foul,Paths,Gray
4923,Etable,None,Woods,Red
4924,Poisonous,Foul,Grasses,Yellow
4925,Poisonous,Foul,Paths,Yellow
4926,Etable,None,Waste,Buff
4927,Poisonous,Foul,Grasses,Yellow
4928,Poisonous,Foul,Woods,Yellow
4930,Etable,None,Leaves,Brown
4933,Poisonous,Foul,Grasses,Yellow
4934,Poisonous,Foul,Grasses,Gray
4935,Poisonous,Foul,Grasses,Yellow
4937,Poisonous,Foul,Grasses,Gray
4938,Poisonous,Spicy,Paths,Brown
4940,Poisonous,Foul,Woods,Yellow
4942,Poisonous,Foul,Paths,Gray
4943,Poisonous,Foul,Woods,Yellow
4944,Poisonous,Foul,Grasses,Yellow
4946,Poisonous,None,Woods,Brown
4947,Poisonous,Foul,Woods,Gray
4950,Poisonous,Foul,Urban,Buff
4951,Etable,None,Waste,Buff
4952,Poisonous,Foul,Urban,White
4953,Poisonous,Foul,Paths,Gray
4955,Poisonous,Foul,Paths,Gray
4956,Poisonous,Foul,Grasses,Yellow
4957,Poisonous,Foul,Woods,Yellow
4958,Poisonous,Foul,Urban,Buff
4959,Poisonous,Foul,Paths,Gray
4960,Poisonous,Foul,Woods,Gray
4961,Poisonous,Foul,Grasses,Yellow
4963,Poisonous,Foul,Urban,Gray
4964,Etable,None,Waste,Buff
4965,Etable,None,Waste,Pink
4967,Poisonous,None,Grasses,Pink
4968,Poisonous,Foul,Paths,Gray
4969,Poisonous,Foul,Paths,Yellow
4970,Poisonous,Foul,Grasses,Gray
4972,Poisonous,Foul,Paths,Yellow
4973,Poisonous,Foul,Woods,Gray
4974,Poisonous,Foul,Woods,Gray
4975,Poisonous,Foul,Woods,Yellow
4976,Poisonous,Foul,Grasses,Yellow
4977,Poisonous,Foul,Grasses,Yellow
4979,Poisonous,Foul,Paths,Yellow
4980,Poisonous,Foul,Grasses,Gray
4982,Poisonous,Foul,Paths,Yellow
4984,Etable,None,Woods,Purple
4985,Poisonous,Foul,Grasses,Gray
4986,Poisonous,Fishy,Leaves,Brown
4987,Poisonous,Foul,Grasses,Yellow
4989,Poisonous,Foul,Grasses,Gray
4991,Poisonous,Foul,Woods,Yellow
4992,Poisonous,Foul,Paths,Gray
4993,Etable,None,Waste,Buff
4994,Poisonous,Foul,Paths,Gray
4995,Poisonous,Foul,Woods,Yellow
4996,Etable,None,Waste,Brown
4997,Poisonous,Foul,Paths,Gray
4998,Poisonous,Foul,Woods,Gray
4999,Poisonous,Foul,Paths,Brown
5001,Poisonous,None,Woods,Brown
5002,Poisonous,None,Grasses,Buff
5003,Poisonous,Foul,Woods,Yellow
5004,Poisonous,Foul,Woods,Gray
5007,Poisonous,Foul,Grasses,Yellow
5009,Poisonous,Foul,Woods,Yellow
5010,Etable,None,Waste,Red
5011,Poisonous,Foul,Grasses,Gray
5015,Etable,None,Waste,Buff
5016,Poisonous,Foul,Woods,Yellow
5017,Poisonous,Foul,Paths,Gray
5018,Poisonous,Foul,Woods,Yellow
5019,Poisonous,Foul,Paths,Yellow
5020,Poisonous,Foul,Urban,White
5021,Poisonous,Creosote,Woods,Gray
5023,Etable,None,Woods,Purple
5024,Poisonous,Foul,Woods,Yellow
5025,Poisonous,Foul,Woods,Gray
5026,Poisonous,Foul,Grasses,Yellow
5027,Poisonous,Foul,Paths,Yellow
5028,Poisonous,Foul,Urban,Gray
5029,Poisonous,Foul,Woods,Gray
5030,Poisonous,Foul,Paths,Yellow
5031,Poisonous,Foul,Woods,Yellow
5032,Poisonous,Foul,Woods,Gray
5035,Poisonous,Foul,Grasses,Gray
5036,Poisonous,Foul,Paths,Yellow
5037,Poisonous,Foul,Grasses,Gray
5038,Poisonous,Foul,Woods,Yellow
5039,Poisonous,Foul,Paths,Gray
5041,Poisonous,Spicy,Leaves,Brown
5042,Poisonous,Foul,Paths,Yellow
5043,Poisonous,Foul,Paths,Yellow
5046,Poisonous,Foul,Paths,Yellow
5047,Poisonous,Foul,Paths,Yellow
5048,Poisonous,Foul,Woods,Gray
5049,Poisonous,Foul,Woods,Yellow
5050,Poisonous,Foul,Woods,Gray
5051,Poisonous,Fishy,Leaves,Red
5052,Etable,None,Waste,Buff
5053,Etable,None,Waste,Buff
5054,Poisonous,Foul,Woods,Gray
5055,Poisonous,Foul,Paths,Yellow
5056,Poisonous,Foul,Grasses,Gray
5057,Poisonous,Foul,Grasses,Gray
5058,Poisonous,Foul,Urban,Buff
5059,Poisonous,Foul,Paths,Yellow
5061,Poisonous,Foul,Paths,Yellow
5064,Poisonous,Foul,Grasses,Buff
5065,Poisonous,Foul,Urban,White
5066,Poisonous,Foul,Woods,Yellow
5068,Poisonous,Foul,Grasses,Yellow
5069,Poisonous,Foul,Paths,Gray
5071,Etable,None,Waste,Red
5072,Poisonous,Foul,Grasses,Gray
5073,Poisonous,Foul,Grasses,Gray
5074,Poisonous,Fishy,Leaves,Brown
5075,Poisonous,Foul,Paths,Gray
5076,Poisonous,Foul,Paths,Gray
5077,Poisonous,Foul,Paths,Yellow
5078,Poisonous,Foul,Woods,Yellow
5079,Etable,None,Woods,Red
5080,Poisonous,Foul,Grasses,Yellow
5081,Poisonous,Foul,Woods,Yellow
5082,Poisonous,Foul,Paths,Gray
5084,Poisonous,Foul,Paths,Yellow
5085,Poisonous,None,Woods,Yellow
5087,Etable,None,Leaves,Cinnamon
5088,Poisonous,Foul,Paths,Gray
5090,Poisonous,Foul,Woods,Gray
5091,Poisonous,Foul,Paths,Gray
5092,Poisonous,Foul,Grasses,Yellow
5094,Poisonous,Foul,Woods,Yellow
5095,Poisonous,Foul,Paths,Yellow
5096,Poisonous,Foul,Woods,Yellow
5097,Poisonous,None,Grasses,Pink
5099,Poisonous,Foul,Paths,Yellow
5100,Poisonous,Foul,Grasses,Yellow
5101,Etable,None,Waste,Buff
5105,Poisonous,Fishy,Woods,Brown
5106,Poisonous,Fishy,Paths,Red
5107,Poisonous,None,Leaves,White
5109,Etable,None,Leaves,Cinnamon
5112,Poisonous,Foul,Paths,Yellow
5113,Etable,None,Waste,Pink
5114,Poisonous,Foul,Grasses,Buff
5116,Poisonous,Fishy,Paths,Red
