,classif,cap_shape,cap_surface,cap_colour,bruises,odor,gill_attach,gill_space,gill_size,gill_color,stalk_shape,stalk_surf_above_ring,stalk_surf_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
4767,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4768,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Several,Grasses
4769,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Paths
4770,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Woods
4771,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4772,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Paths
4773,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Paths
4774,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Woods
4775,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4776,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Paths
4777,Etable,x,s,Pink,Bruises,None,f,Close,Broad,Red,e,Smooth,s,White,White,p,w,t,Evanescent,White,Clustered,Waste
4778,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Woods
4779,Poisonous,x,s,Pink,No,Creosote,f,Crowded,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Woods
4780,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4781,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Solitary,Paths
4782,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4783,Etable,f,f,Red,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Pink,Pink,p,w,o,Pendant,Brown,Solitary,Woods
4784,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Woods
4785,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4786,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Grasses
4787,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4788,Etable,f,y,Brown,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Pink,White,p,w,o,Pendant,Brown,Several,Woods
4789,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4790,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Several,Paths
4791,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Paths
4792,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4793,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Woods
4794,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Grasses
4795,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Grasses
4796,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Grasses
4797,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4798,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Grasses
4799,Etable,f,f,Gray,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,White,White,p,w,o,Pendant,Brown,Solitary,Woods
4800,Poisonous,x,s,Gray,Bruises,Foul,f,Close,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Pendant,Chocolate,Scattered,Grasses
4801,Poisonous,x,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Smooth,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
4802,Poisonous,f,s,Gray,Bruises,Foul,f,Close,Broad,Pink,t,Smooth,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4803,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Grasses
4804,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Grasses
4805,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Woods
4806,Etable,f,y,Red,Bruises,None,f,Close,Broad,Red,e,Smooth,s,White,Red,p,w,t,Evanescent,White,Clustered,Waste
4807,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Paths
4808,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Grasses
4809,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Woods
4810,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Solitary,Woods
4811,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4812,Etable,f,y,Brown,Bruises,None,f,Close,Broad,Red,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4813,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Grasses
4814,Poisonous,k,f,Brown,No,None,f,Close,Narrow,White,e,Silky,y,White,Brown,p,w,o,Evanescent,White,Several,Woods
4815,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Woods
4816,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Paths
4817,Poisonous,x,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,Pink,p,w,o,Evanescent,White,Several,Paths
4818,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Woods
4819,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4820,Poisonous,f,s,White,Bruises,Foul,f,Close,Broad,White,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4821,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Woods
4822,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Solitary,Grasses
4823,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4824,Etable,x,y,Red,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4825,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Woods
4826,Poisonous,b,f,Yellow,No,None,f,Close,Narrow,White,e,Silky,y,White,Brown,p,w,o,Evanescent,White,Several,Woods
4827,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Woods
4828,Poisonous,x,s,Gray,Bruises,Foul,f,Close,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Scattered,Urban
4829,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Woods
4830,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Several,Grasses
4831,Etable,k,y,Red,Bruises,None,f,Close,Broad,Red,e,Smooth,s,White,White,p,w,t,Evanescent,White,Clustered,Waste
4832,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Paths
4833,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Paths
4834,Etable,k,y,Brown,No,None,f,Crowded,Narrow,White,e,Fibrous,s,White,Brown,p,w,o,Evanescent,White,Several,Leaves
4835,Poisonous,x,s,White,No,Creosote,f,Close,Narrow,Pink,e,Smooth,s,White,White,p,w,o,Pendant,Brown,Several,Woods
4836,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Grasses
4837,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Paths
4838,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4839,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Paths
4840,Poisonous,b,s,Buff,Bruises,None,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,t,Pendant,Green,Several,Grasses
4841,Poisonous,x,s,White,Bruises,Foul,f,Close,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4842,Etable,f,y,Red,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,White,Pink,p,w,o,Pendant,Brown,Solitary,Woods
4843,Poisonous,b,s,White,Bruises,None,f,Close,Broad,Gray,e,Smooth,s,White,White,p,w,t,Pendant,Green,Several,Meadows
4844,Etable,f,y,Pink,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4845,Poisonous,x,s,White,Bruises,Foul,f,Close,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4846,Etable,k,y,Brown,Bruises,None,f,Close,Broad,White,e,Smooth,s,White,White,p,w,t,Evanescent,White,Clustered,Waste
4847,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4848,Poisonous,f,s,Buff,Bruises,Foul,f,Close,Broad,Chocolate,t,Fibrous,s,White,White,p,w,o,Pendant,Chocolate,Several,Urban
4849,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Woods
4850,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Woods
4851,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Woods
4852,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Paths
4853,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Several,Woods
4854,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4855,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4856,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4857,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Paths
4858,Etable,k,s,Red,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,White,p,w,t,Evanescent,White,Clustered,Waste
4859,Etable,f,y,Brown,Bruises,None,f,Close,Broad,Red,e,Smooth,s,Red,White,p,w,t,Evanescent,White,Clustered,Waste
4860,Etable,f,s,Buff,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,White,p,w,t,Evanescent,White,Clustered,Waste
4861,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Several,Woods
4862,Etable,f,f,Gray,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,Pink,Pink,p,w,o,Pendant,Brown,Several,Woods
4863,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4864,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4865,Poisonous,x,s,Gray,Bruises,Foul,f,Close,Broad,Pink,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4866,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Paths
4867,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Solitary,Woods
4868,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Grasses
4869,Poisonous,x,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,k,White,White,p,w,o,Evanescent,White,Several,Leaves
4870,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Paths
4871,Etable,f,y,Brown,Bruises,None,f,Close,Broad,Red,e,Smooth,s,White,White,p,w,t,Evanescent,White,Clustered,Waste
4872,Etable,f,y,Red,Bruises,None,f,Close,Broad,Pink,t,Smooth,s,Gray,Pink,p,w,o,Pendant,Black,Several,Woods
4873,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4874,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Paths
4875,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4876,Etable,f,f,Red,Bruises,None,f,Close,Broad,Brown,t,Smooth,s,Pink,White,p,w,o,Pendant,Brown,Several,Woods
4877,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Several,Paths
4878,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4879,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Paths
4880,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Woods
4881,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Several,Woods
4882,Poisonous,b,y,White,Bruises,None,f,Close,Broad,White,e,Smooth,s,White,White,p,w,t,Pendant,Green,Several,Meadows
4883,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Paths
4884,Poisonous,x,y,Brown,No,Foul,f,Close,Narrow,Buff,t,Silky,s,Pink,White,p,w,o,Evanescent,White,Several,Woods
4885,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4886,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Grasses
4887,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4888,Etable,f,y,Pink,Bruises,None,f,Close,Broad,Red,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4889,Poisonous,x,s,White,Bruises,Foul,f,Close,Broad,Chocolate,t,Smooth,s,White,White,p,w,o,Pendant,Chocolate,Scattered,Grasses
4890,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4891,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Several,Paths
4892,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Several,Grasses
4893,Poisonous,f,s,Buff,Bruises,Foul,f,Close,Broad,White,t,Fibrous,s,White,White,p,w,o,Pendant,Chocolate,Scattered,Urban
4894,Poisonous,x,f,Gray,No,Creosote,f,Close,Narrow,Gray,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Woods
4895,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4896,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4897,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4898,Etable,x,y,Green,No,None,f,Close,Narrow,Pink,e,Smooth,f,White,White,p,w,o,Flaring,Chocolate,Solitary,Woods
4899,Etable,f,y,White,No,None,f,Close,Narrow,Chocolate,e,Smooth,f,White,White,p,w,o,Flaring,Chocolate,Several,Woods
4900,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Woods
4901,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4902,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4903,Poisonous,x,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Paths
4904,Poisonous,x,y,Red,No,Fishy,f,Close,Narrow,Buff,t,Silky,k,Pink,White,p,w,o,Evanescent,White,Several,Leaves
4905,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Woods
4906,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Grasses
4907,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4908,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4909,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Woods
4910,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4911,Etable,f,s,Red,Bruises,None,f,Close,Broad,White,e,Smooth,s,White,Red,p,w,t,Evanescent,White,Clustered,Waste
4912,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Solitary,Paths
4913,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Paths
4914,Poisonous,f,s,Gray,Bruises,Foul,f,Close,Broad,Pink,t,Fibrous,s,White,White,p,w,o,Pendant,Chocolate,Scattered,Grasses
4915,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Grasses
4916,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4917,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4918,Poisonous,x,s,Gray,Bruises,Foul,f,Close,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Urban
4919,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4920,Poisonous,f,f,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Grasses
4921,Poisonous,x,s,White,No,Creosote,f,Close,Narrow,Brown,e,Smooth,s,White,White,p,w,o,Pendant,Black,Several,Woods
4922,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4923,Etable,f,y,Red,Bruises,None,f,Close,Broad,Purple,t,Smooth,s,Pink,White,p,w,o,Pendant,Brown,Solitary,Woods
4924,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Solitary,Grasses
4925,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Paths
4926,Etable,k,s,Buff,Bruises,None,f,Close,Broad,Red,e,Smooth,s,White,White,p,w,t,Evanescent,White,Clustered,Waste
4927,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Grasses
4928,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Pink,p,w,o,Large,Chocolate,Several,Woods
4929,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4930,Etable,x,f,Brown,No,None,f,Crowded,Narrow,White,e,Smooth,f,White,Brown,p,w,o,Evanescent,White,Several,Leaves
4931,Etable,x,y,Red,Bruises,None,f,Close,Broad,Red,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4932,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Brown,p,w,o,Large,Chocolate,Several,Paths
4933,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Several,Grasses
4934,Poisonous,f,s,Gray,Bruises,Foul,f,Close,Broad,Chocolate,t,Fibrous,f,White,White,p,w,o,Pendant,Chocolate,Several,Grasses
4935,Poisonous,x,y,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Pink,Buff,p,w,o,Large,Chocolate,Solitary,Grasses
4936,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Paths
4937,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Pink,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Grasses
4938,Poisonous,x,y,Brown,No,Spicy,f,Close,Narrow,Buff,t,Smooth,k,White,White,p,w,o,Evanescent,White,Several,Paths
4939,Etable,k,s,Buff,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,White,p,w,t,Evanescent,White,Clustered,Waste
4940,Poisonous,f,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Solitary,Woods
4941,Poisonous,x,f,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Pink,p,w,o,Large,Chocolate,Several,Paths
4942,Poisonous,f,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Buff,Buff,p,w,o,Large,Chocolate,Solitary,Paths
4943,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Gray,e,Silky,k,Buff,Brown,p,w,o,Large,Chocolate,Several,Woods
4944,Poisonous,f,y,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Several,Grasses
4945,Etable,k,s,Pink,Bruises,None,f,Close,Broad,White,e,Smooth,s,Red,Red,p,w,t,Evanescent,White,Clustered,Waste
4946,Poisonous,f,y,Brown,No,None,f,Close,Narrow,White,e,Silky,y,White,Brown,p,w,o,Evanescent,White,Several,Woods
4947,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Gray,e,Silky,k,Brown,Brown,p,w,o,Large,Chocolate,Solitary,Woods
4948,Poisonous,x,f,Yellow,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Pink,p,w,o,Large,Chocolate,Solitary,Woods
4949,Poisonous,x,y,Gray,No,Foul,f,Close,Broad,Chocolate,e,Silky,k,Brown,Buff,p,w,o,Large,Chocolate,Several,Paths
